Unit is Amprere per meter (e-11)

#	Value 	X 	Y 	Z 	Time

301	4.9920034	-0.68836063	-1.9271032	-4.553299	0:30:13:778
302	4.9799404	-0.67762893	-1.9286363	-4.5410337	0:30:13:826
303	4.9729514	-0.67762893	-1.9286363	-4.533368	0:30:13:874
304	4.9756017	-0.7052247	-1.8964412	-4.5456333	0:30:13:911
305	4.9116063	-0.6347022	-1.9363017	-4.4689784	0:30:13:954
306	4.8968635	-0.599441	-1.9455004	-4.453647	0:30:13:994
307	4.989062	-0.7021585	-1.8550476	-4.5778284	0:30:14:41
308	4.973402	-0.69295996	-1.8504484	-4.5640306	0:30:14:79
309	4.961951	-0.7052247	-1.8565806	-4.5471663	0:30:14:126
310	4.976238	-0.726688	-1.8489152	-4.562497	0:30:14:162
311	4.958201	-0.694493	-1.8581138	-4.5441003	0:30:14:207
312	4.9476614	-0.6898937	-1.8504484	-4.5364347	0:30:14:244
313	4.9684987	-0.694493	-1.8366504	-4.5640306	0:30:14:279
314	4.9832506	-0.7067578	-1.8565806	-4.570163	0:30:14:324
315	4.9734488	-0.7174895	-1.8335843	-4.5670967	0:30:14:361
316	4.9565563	-0.6852944	-1.845849	-4.5486994	0:30:14:408
317	4.9731674	-0.67762893	-1.8964412	-4.5471663	0:30:14:445
318	4.975009	-0.68836063	-1.8826433	-4.553299	0:30:14:494
319	5.012618	-0.69755924	-1.893375	-4.5885596	0:30:14:533
320	5.024116	-0.7067578	-1.8719118	-4.60849	0:30:14:578
321	4.97855	-0.7190226	-1.8581138	-4.562497	0:30:14:613
322	4.943497	-0.68682754	-1.8703786	-4.52417	0:30:14:660
323	4.9486847	-0.6684304	-1.8979743	-4.5211034	0:30:14:696
324	4.961176	-0.67762893	-1.8535146	-4.5517654	0:30:14:731
325	4.9525375	-0.6806952	-1.8443159	-4.5456333	0:30:14:772
326	4.9369755	-0.662298	-1.8841765	-4.5149713	0:30:14:810
327	4.960585	-0.68376136	-1.8795772	-4.5395007	0:30:14:844
328	4.981398	-0.7159564	-1.8366504	-4.5747623	0:30:14:879
329	4.9901423	-0.7021585	-1.8841765	-4.5670967	0:30:14:918
330	5.006867	-0.7082909	-1.8964412	-4.5793614	0:30:14:959
331	4.928187	-0.6239705	-1.9393679	-4.4873757	0:30:15:6
332	4.915205	-0.6193713	-1.92557	-4.47971	0:30:15:43
333	4.973989	-0.679162	-1.8795772	-4.554832	0:30:15:78
334	4.96897	-0.66383106	-1.8903089	-4.5471663	0:30:15:125
335	4.9790583	-0.6561656	-1.9301693	-4.542567	0:30:15:162
336	4.998456	-0.68222827	-1.8949082	-4.5747623	0:30:15:199
337	4.965878	-0.6806952	-1.8872427	-4.542567	0:30:15:242
338	4.951491	-0.646967	-1.9271032	-4.5149713	0:30:15:278
339	4.960361	-0.66536415	-1.9148384	-4.527236	0:30:15:315
340	4.9670897	-0.6990923	-1.8688455	-4.5486994	0:30:15:359
341	4.936822	-0.67302966	-1.9163715	-4.49964	0:30:15:395
342	4.854223	-0.5641797	-2.0282876	-4.373926	0:30:15:438
343	4.856174	-0.50745517	-2.1371374	-4.331	0:30:15:474
